,custody_type,race,death_type,age
5446,2,4,5,54.0
5447,2,4,5,64.0
5448,2,4,5,65.0
5449,3,4,1,37.0
5450,3,1,3,30.0
5451,0,1,7,24.0
5452,2,1,5,47.0
5453,2,3,5,48.0
5454,0,1,7,31.0
5455,3,1,3,46.0
5456,0,3,5,39.0
5457,3,1,3,32.0
5458,2,3,5,53.0
5459,0,4,7,25.0
5460,2,3,5,74.0
5461,2,3,5,61.0
5462,2,3,5,66.0
5463,3,3,3,18.0
5464,2,3,5,50.0
5465,2,4,5,63.0
5466,2,4,5,69.0
5467,1,3,5,37.0
5468,0,3,6,62.0
5469,2,3,5,53.0
5470,2,3,5,44.0
5471,2,3,5,49.0
5472,3,3,3,19.0
5473,2,4,5,45.0
5474,3,3,7,35.0
5475,3,4,3,56.0
5476,2,3,5,44.0
5477,0,3,5,66.0
5478,2,1,5,55.0
5479,2,4,5,48.0
5480,2,4,1,75.0
5481,2,2,5,44.0
5482,2,3,7,36.0
5483,2,1,5,51.0
5484,2,3,5,70.0
5485,1,4,2,26.0
5486,2,4,7,22.0
5487,2,4,5,58.0
5488,0,1,7,22.0
5489,0,4,5,68.0
5490,2,4,7,27.0
5491,2,4,5,87.0
5492,3,4,2,45.0
5493,2,3,5,42.0
5494,2,1,5,21.0
5495,0,3,2,34.0
5496,2,3,5,66.0
5497,3,4,1,25.0
5498,1,4,3,26.0
5499,3,1,7,26.0
5500,2,3,5,63.0
5501,0,4,5,38.0
5502,0,4,7,34.0
5503,3,4,2,33.0
5504,2,1,5,69.0
5505,0,4,2,26.0
5506,0,4,5,27.0
5507,0,1,5,46.0
5508,2,4,5,21.0
5509,2,1,5,69.0
5510,3,3,3,29.0
5511,2,4,5,48.0
5512,2,1,5,54.0
5513,2,4,5,38.0
5514,2,3,5,55.0
5515,3,3,6,33.0
5516,2,1,5,69.0
5517,0,3,6,72.0
5518,2,3,5,65.0
5519,0,1,5,51.0
5520,2,3,5,55.0
5521,2,1,5,75.0
5522,2,1,5,66.0
5523,2,1,5,62.0
5524,2,3,5,61.0
5525,2,3,5,57.0
5526,2,3,5,41.0
5527,2,1,5,60.0
5528,3,3,3,44.0
5529,3,3,3,35.0
5530,2,1,5,58.0
5531,2,3,5,65.0
5532,3,3,5,60.0
5533,2,1,5,72.0
5534,0,3,5,59.0
5535,2,4,1,67.0
5536,2,1,5,80.0
5537,2,3,5,67.0
5538,2,1,5,25.0
5539,3,3,3,26.0
5540,2,3,5,54.0
5541,2,3,5,54.0
5542,2,3,5,66.0
5543,2,3,5,57.0
5544,2,4,5,42.0
5545,3,4,3,21.0
5546,3,4,6,18.0
5547,3,4,7,27.0
5548,3,1,3,54.0
5549,2,4,5,54.0
5550,3,4,3,29.0
5551,3,4,6,22.0
5552,2,3,5,43.0
5553,3,1,7,77.0
5554,2,1,5,75.0
5555,3,3,3,27.0
5556,2,1,5,58.0
5557,2,1,5,69.0
5558,2,3,6,61.0
5559,2,3,5,51.0
5560,3,4,3,49.0
5561,0,4,1,43.0
5562,2,1,5,49.19434720601582
5563,2,1,5,64.0
5564,3,4,5,44.0
5565,2,4,5,56.0
5566,2,4,5,46.0
5567,2,4,5,56.0
5568,2,1,5,62.0
5569,2,4,5,57.0
5570,2,3,5,65.0
5571,2,4,5,62.0
5572,0,4,5,50.0
5573,3,4,3,17.0
5574,2,4,5,45.0
5575,2,4,1,54.0
5576,2,1,5,64.0
5577,2,4,5,60.0
5578,2,4,5,50.0
5579,2,4,5,62.0
5580,2,3,5,56.0
5581,2,4,5,54.0
5582,2,4,5,44.0
5583,3,4,3,26.0
5584,2,1,5,71.0
5585,2,4,5,50.0
5586,2,3,5,48.0
5587,2,4,5,51.0
5588,2,3,5,59.0
5589,2,4,5,41.0
5590,3,4,1,25.0
5591,2,3,5,60.0
5592,2,1,5,43.0
5593,2,3,5,91.0
5594,2,3,5,65.0
5595,2,3,5,52.0
5596,2,1,5,49.0
5597,2,1,5,69.0
5598,2,3,5,60.0
5599,2,4,5,58.0
5600,2,4,5,88.0
5601,3,4,1,21.0
5602,2,4,5,56.0
5603,2,4,5,58.0
5604,2,4,5,46.0
5605,2,4,5,64.0
5606,2,4,5,65.0
5607,0,4,6,25.0
5608,2,1,6,45.0
5609,2,4,7,65.0
5610,2,1,5,56.0
5611,3,1,7,26.0
5612,2,3,5,49.0
5613,2,3,1,49.0
5614,2,1,5,66.0
5615,2,3,5,50.0
5616,2,1,5,67.0
5617,1,4,2,30.0
5618,2,4,5,57.0
5619,2,1,6,31.0
5620,2,7,5,44.0
5621,3,1,3,24.0
5622,2,3,5,51.0
5623,0,1,4,46.0
5624,2,1,5,45.0
5625,3,4,3,28.0
5626,2,1,5,59.0
5627,0,1,5,27.0
5628,2,3,7,41.0
5629,2,1,5,52.0
5630,2,1,5,48.0
5631,0,1,7,43.0
5632,2,1,5,75.0
5633,2,3,5,48.0
5634,2,1,5,52.0
5635,3,3,3,29.0
5636,2,1,5,58.0
5637,2,1,5,60.0
5638,3,1,7,29.0
5639,3,3,3,39.0
5640,2,1,5,69.0
5641,2,3,5,43.0
5642,2,1,5,55.0
5643,1,3,2,46.0
5644,2,4,5,56.0
5645,0,1,2,24.0
5646,0,1,6,45.0
5647,2,1,5,69.0
5648,3,1,3,34.0
5649,2,1,5,78.0
5650,2,4,5,44.0
5651,0,3,5,64.0
5652,2,1,5,49.0
5653,2,1,5,62.0
5654,2,4,5,55.0
5655,2,1,7,43.0
5656,2,1,5,66.0
5657,2,1,5,61.0
5658,3,3,7,23.0
5659,2,1,5,42.0
5660,2,3,5,48.0
5661,2,3,5,58.0
5662,2,4,5,60.0
5663,2,1,5,73.0
5664,2,4,5,56.0
5665,2,4,5,57.0
5666,2,4,5,52.0
5667,2,3,5,56.0
5668,2,1,5,60.0
5669,2,1,5,52.0
5670,2,1,5,44.0
5671,3,1,3,65.0
5672,2,1,5,71.0
5673,2,1,5,68.0
5674,2,1,3,52.0
5675,2,1,5,54.0
5676,0,1,5,57.0
5677,2,4,5,59.0
5678,2,1,5,44.0
5679,2,4,5,67.0
5680,3,1,3,60.0
5681,0,3,5,54.0
5682,2,4,5,37.0
5683,3,4,2,35.0
5684,2,1,5,57.0
5685,2,1,7,42.0
5686,2,1,5,60.0
5687,2,1,5,68.0
5688,2,1,5,86.0
5689,3,4,3,22.0
5690,2,1,5,66.0
5691,2,3,5,49.0
5692,2,1,5,60.0
5693,0,4,5,53.0
5694,3,3,3,93.0
5695,3,4,1,43.0
5696,2,4,5,60.0
5697,2,4,5,57.0
5698,2,4,5,63.0
5699,2,1,5,72.0
5700,0,4,6,37.0
5701,2,4,5,63.0
5702,2,4,5,52.0
5703,1,4,3,51.0
5704,0,4,5,38.0
5705,2,4,5,53.0
5706,3,4,5,46.0
5707,2,4,5,80.0
5708,2,4,5,32.0
5709,0,4,5,73.0
5710,2,4,5,62.0
5711,2,4,5,71.0
5712,2,4,5,48.0
5713,2,4,5,54.0
5714,0,4,7,40.0
5715,2,4,5,60.0
5716,0,4,5,66.0
5717,2,4,5,63.0
5718,2,4,5,64.0
5719,2,4,5,43.0
5720,2,4,5,54.0
5721,2,4,5,63.0
5722,2,4,5,58.0
5723,3,4,3,50.0
5724,2,4,5,64.0
5725,2,4,5,49.0
5726,2,4,5,67.0
5727,2,3,2,60.0
5728,2,1,5,46.0
5729,2,1,5,64.0
5730,2,3,5,63.0
5731,2,1,5,55.0
5732,2,3,5,64.0
5733,2,3,5,57.0
5734,2,4,5,39.0
5735,2,1,1,59.0
5736,2,4,6,57.0
5737,2,4,5,46.0
5738,2,4,5,67.0
5739,2,4,4,51.0
5740,2,4,5,61.0
5741,3,3,3,37.0
5742,2,1,5,58.0
5743,3,1,7,50.0
5744,2,4,5,54.0
5745,3,1,3,16.0
5746,2,1,5,52.0
5747,0,1,7,55.0
5748,2,1,5,61.0
5749,2,1,5,66.0
5750,2,1,5,64.0
5751,2,1,5,65.0
5752,2,3,5,56.0
5753,3,3,3,18.0
5754,2,1,5,80.0
5755,2,1,5,49.0
5756,3,4,3,26.0
5757,2,1,5,69.0
5758,3,1,3,30.0
5759,2,1,5,51.0
5760,2,3,5,32.0
5761,2,1,5,77.0
5762,2,1,5,63.0
5763,2,1,5,56.0
5764,2,3,5,57.0
5765,2,1,5,70.0
5766,2,1,5,51.0
5767,3,3,6,22.0
5768,2,1,5,52.0
5769,3,4,3,30.0
5770,2,1,5,50.0
5771,2,1,5,55.0
5772,2,1,5,58.0
5773,2,1,5,62.0
5774,3,3,4,30.0
5775,2,4,5,39.0
5776,0,3,1,32.0
5777,2,4,5,55.0
5778,2,4,5,47.0
5779,2,4,5,54.0
5780,2,4,5,56.0
5781,3,4,3,55.0
5782,2,3,5,64.0
5783,3,4,3,36.0
5784,2,1,5,34.0
5785,2,3,5,42.0
5786,3,7,3,87.0
5787,2,4,5,55.0
5788,2,4,5,78.0
5789,2,3,5,56.0
5790,2,3,5,71.0
5791,2,3,5,25.0
5792,2,1,7,33.0
5793,2,3,5,36.0
5794,2,4,5,48.0
5795,2,3,5,49.0
5796,3,3,2,25.0
5797,0,3,5,21.0
5798,0,1,5,34.0
5799,2,3,5,37.0
5800,2,4,5,57.0
5801,2,4,5,57.0
5802,2,4,5,47.0
5803,2,4,5,65.0
5804,2,4,5,40.0
5805,2,4,7,19.0
5806,0,4,5,58.0
5807,0,4,6,38.0
5808,2,4,5,56.0
5809,2,4,5,79.0
5810,2,4,5,46.0
5811,0,4,5,56.0
5812,0,3,5,65.0
5813,2,1,5,46.0
5814,2,4,5,45.0
5815,2,1,5,50.0
5816,2,3,5,60.0
5817,3,1,7,67.0
5818,2,1,5,84.0
5819,0,4,5,44.0
5820,2,1,5,75.0
5821,2,1,5,65.0
5822,2,3,5,72.0
5823,3,4,3,43.0
5824,3,1,7,58.0
5825,2,4,5,55.0
5826,2,4,5,53.0
5827,3,4,3,38.0
5828,0,4,2,51.0
5829,2,4,5,54.0
5830,2,4,1,25.0
5831,0,4,5,52.0
5832,2,4,5,37.0
5833,2,4,5,68.0
5834,2,4,5,67.0
5835,2,4,5,68.0
5836,2,4,5,61.0
5837,0,4,5,43.0
5838,2,4,5,52.0
5839,2,4,5,49.0
5840,2,3,5,39.0
5841,0,4,5,53.0
5842,2,4,5,58.0
5843,2,4,5,63.0
5844,0,4,7,39.0
5845,2,4,5,56.0
5846,2,4,5,51.0
5847,2,4,5,58.0
5848,2,4,5,42.0
5849,2,4,5,73.0
5850,2,4,5,52.0
5851,2,4,5,59.0
5852,2,1,5,53.0
5853,0,1,5,45.0
5854,2,1,5,57.0
5855,2,1,5,39.0
5856,3,1,3,48.0
5857,2,1,5,52.0
5858,0,1,7,55.0
5859,2,1,5,50.0
5860,3,1,7,51.0
5861,2,1,7,38.0
5862,2,1,5,53.0
5863,3,1,3,50.0
5864,2,1,7,47.0
5865,0,1,1,46.0
5866,2,4,1,54.0
5867,2,1,5,59.0
5868,2,1,5,53.0
5869,2,2,5,56.0
5870,2,1,5,51.0
5871,2,1,7,54.0
5872,2,1,5,52.0
5873,2,1,5,54.0
5874,0,1,1,45.0
5875,3,1,3,56.0
5876,2,1,5,59.0
5877,2,3,7,33.0
5878,3,3,3,37.0
5879,0,3,5,54.0
5880,0,4,7,36.0
5881,2,3,5,83.0
5882,2,3,5,68.0
5883,2,4,5,46.0
5884,2,4,5,47.0
5885,2,4,5,55.0
5886,0,4,5,46.0
5887,2,4,5,37.0
5888,2,4,5,62.0
5889,3,4,3,55.0
5890,2,4,5,30.0
5891,2,4,5,57.0
5892,2,4,5,49.0
5893,2,4,5,56.0
5894,2,4,7,19.0
5895,2,4,7,55.0
5896,2,4,5,60.0
5897,2,4,5,37.0
5898,2,1,5,51.0
5899,2,1,6,55.0
5900,2,3,5,61.0
5901,2,3,5,65.0
5902,2,3,5,46.0
5903,2,3,5,60.0
5904,2,4,5,36.0
5905,2,3,7,28.0
5906,2,3,5,54.0
5907,0,3,7,49.0
5908,2,3,5,53.0
5909,2,4,5,49.0
5910,2,3,5,43.0
5911,2,1,5,37.0
5912,2,4,5,68.0
5913,3,3,2,34.0
5914,2,4,5,60.0
5915,2,1,5,65.0
5916,2,1,5,73.0
5917,0,3,7,54.0
5918,2,3,5,49.0
5919,2,3,5,50.0
5920,0,3,5,69.0
5921,2,4,5,51.0
5922,2,4,5,59.0
5923,2,1,5,53.0
5924,2,3,5,55.0
5925,2,1,5,39.0
5926,2,1,5,72.0
5927,2,1,5,55.0
5928,2,1,5,70.0
5929,0,3,5,61.0
5930,2,1,1,64.0
5931,2,1,5,48.0
5932,2,4,5,55.0
5933,0,4,7,35.0
5934,2,4,5,63.0
5935,2,4,5,39.0
5936,2,4,5,57.0
5937,2,3,5,75.0
5938,3,3,3,29.0
5939,2,4,5,57.0
5940,2,3,5,30.0
5941,2,4,5,49.0
5942,2,4,5,65.0
5943,2,3,5,64.0
5944,3,4,3,43.0
5945,2,3,5,53.0
5946,2,4,5,51.0
5947,2,4,5,53.0
5948,2,4,5,52.0
5949,3,1,3,23.0
5950,2,4,5,55.0
5951,2,1,7,30.0
5952,2,4,5,81.0
5953,3,3,3,37.0
5954,2,2,5,75.0
5955,2,3,5,50.0
5956,2,3,7,55.0
5957,2,3,5,38.0
5958,2,3,5,57.0
5959,2,3,5,45.0
5960,3,3,3,31.0
5961,3,1,3,47.0
5962,3,3,3,24.0
5963,2,3,5,45.0
5964,0,3,1,52.0
5965,0,4,6,46.0
5966,0,3,2,30.0
5967,3,3,3,21.0
5968,2,3,5,59.0
5969,2,4,5,49.0
5970,2,4,5,68.0
5971,0,3,2,35.0
5972,2,4,5,45.0
5973,2,4,5,72.0
5974,2,3,5,61.0
5975,3,4,3,28.0
5976,3,4,1,44.0
5977,2,4,5,68.0
5978,2,4,5,50.0
5979,2,4,5,46.0
5980,3,4,7,40.0
5981,2,4,5,56.0
5982,0,4,7,30.0
5983,3,4,3,35.0
5984,2,4,6,43.0
5985,1,3,2,49.0
5986,0,1,5,45.0
5987,2,1,5,40.0
5988,2,1,5,57.0
5989,2,1,5,44.0
5990,2,4,5,58.0
5991,0,4,5,55.0
5992,3,4,3,23.0
5993,2,4,5,47.0
5994,2,4,5,54.0
5995,2,4,5,61.0
5996,2,4,5,63.0
5997,2,4,4,41.0
5998,2,4,5,54.0
5999,2,4,5,53.0
6000,2,4,5,50.0
6001,2,3,5,56.0
6002,2,4,5,27.0
6003,2,4,5,49.0
6004,2,4,5,56.0
6005,2,4,5,82.0
6006,2,4,5,46.0
6007,3,4,7,36.0
6008,2,4,5,53.0
6009,3,4,7,29.0
6010,0,4,7,54.0
6011,2,4,5,49.0
6012,3,4,2,38.0
6013,2,4,5,43.0
6014,2,4,5,48.0
6015,0,4,5,43.0
6016,2,4,5,82.0
6017,2,4,5,36.0
6018,3,4,3,60.0
6019,2,4,5,65.0
6020,3,4,7,41.0
6021,2,4,5,44.0
6022,2,1,5,74.0
6023,2,1,5,63.0
6024,2,3,5,55.0
6025,2,4,4,48.0
6026,2,1,5,66.0
6027,3,4,2,43.0
6028,2,4,5,60.0
6029,1,1,2,34.0
6030,2,1,5,60.0
6031,2,1,5,39.0
6032,2,1,5,69.0
6033,2,1,5,54.0
6034,2,4,5,48.0
6035,0,1,5,53.0
6036,2,1,5,68.0
6037,2,1,5,46.0
6038,3,4,3,29.0
6039,2,1,5,77.0
6040,0,1,5,58.0
6041,2,1,5,59.0
6042,2,1,5,54.0
6043,2,1,5,52.0
6044,3,1,3,33.0
6045,3,3,3,26.0
6046,3,1,3,44.0
6047,2,1,5,51.0
6048,2,3,5,63.0
6049,2,3,5,56.0
6050,2,1,5,67.0
6051,2,1,5,60.0
6052,2,1,5,48.0
6053,2,4,5,51.0
6054,2,4,5,48.0
6055,2,4,5,47.0
6056,2,1,5,60.0
6057,2,1,5,83.0
6058,0,1,7,50.0
6059,2,4,5,57.0
6060,2,1,5,59.0
6061,2,1,5,77.0
6062,2,1,5,59.0
6063,2,1,5,49.0
6064,2,1,5,46.0
6065,2,1,5,78.0
6066,2,4,5,52.0
6067,2,1,5,59.0
6068,3,1,2,38.0
6069,2,1,5,58.0
6070,2,1,5,82.0
6071,2,3,5,58.0
6072,0,1,5,29.0
6073,2,1,5,57.0
6074,2,4,5,58.0
6075,3,1,3,30.0
6076,0,4,5,43.0
6077,2,4,5,67.0
6078,2,1,5,54.0
6079,1,1,3,50.0
6080,2,3,5,44.0
6081,3,1,3,43.0
6082,2,1,5,59.0
6083,3,3,3,46.0
6084,2,1,5,46.0
6085,2,4,7,34.0
6086,3,1,3,25.0
6087,2,4,5,50.0
6088,2,4,5,54.0
6089,3,4,6,39.0
6090,3,1,1,45.0
6091,2,1,5,75.0
6092,0,1,7,28.0
6093,2,1,5,48.0
6094,3,4,3,27.0
6095,3,4,4,47.0
6096,2,1,5,47.0
6097,2,4,5,41.0
6098,2,3,5,59.0
6099,2,1,5,72.0
6100,3,1,7,29.0
6101,2,4,1,50.0
6102,2,1,5,67.0
6103,2,1,5,72.0
6104,0,1,6,58.0
6105,3,3,6,46.0
6106,1,1,7,44.0
6107,2,4,5,51.0
6108,2,4,5,60.0
6109,2,3,5,54.0
6110,2,1,5,55.0
6111,1,3,2,31.0
6112,2,1,5,44.0
6113,0,4,5,61.0
6114,2,1,5,56.0
6115,3,1,5,50.0
6116,2,1,5,59.0
6117,2,1,5,67.0
6118,2,1,5,48.0
6119,0,1,5,61.0
6120,2,3,5,60.0
6121,3,1,7,46.0
6122,2,3,5,74.0
6123,2,1,4,24.0
6124,2,1,5,56.0
6125,0,3,5,48.0
6126,0,1,7,26.0
6127,2,3,5,54.0
6128,3,1,7,49.0
6129,2,1,5,54.0
6130,2,3,5,53.0
6131,2,1,5,59.0
6132,2,1,5,53.0
6133,2,3,5,51.0
6134,2,3,5,56.0
6135,0,1,5,59.0
6136,2,1,5,53.0
6137,2,1,5,63.0
6138,2,1,5,50.0
6139,2,1,5,58.0
6140,2,1,5,49.0
6141,2,3,5,55.0
6142,2,1,5,58.0
6143,2,1,5,59.0
6144,2,4,7,27.0
6145,2,3,5,45.0
6146,2,1,5,53.0
6147,0,1,3,46.0
6148,2,1,5,58.0
6149,0,3,5,51.0
6150,2,1,5,56.0
6151,2,1,5,47.0
6152,2,1,5,44.0
6153,2,1,5,65.0
6154,2,1,5,54.0
6155,3,1,3,49.0
6156,0,1,5,36.0
6157,2,1,5,50.0
6158,2,1,5,57.0
6159,1,1,7,35.0
6160,2,4,5,43.0
6161,0,1,5,46.0
6162,3,6,0,16.0
6163,2,3,5,50.0
6164,2,3,5,59.0
6165,2,1,5,50.0
6166,0,1,5,54.0
6167,2,1,5,61.0
6168,2,4,5,25.0
6169,2,4,5,29.0
6170,2,1,5,53.0
6171,3,3,3,22.0
6172,2,1,7,39.0
6173,2,4,6,38.0
6174,0,4,5,62.0
6175,2,1,5,65.0
6176,2,3,5,50.0
6177,2,1,5,70.0
6178,2,4,5,39.0
6179,2,4,7,38.0
6180,2,1,5,80.0
6181,2,1,5,64.0
6182,2,1,5,48.0
6183,2,1,5,62.0
6184,0,1,5,53.0
6185,3,1,7,51.0
6186,2,1,5,76.0
6187,0,1,2,33.0
6188,2,1,5,52.0
6189,2,0,5,72.0
6190,2,1,5,46.0
6191,3,1,7,27.0
6192,0,3,6,51.0
6193,2,1,5,68.0
6194,0,3,6,40.0
6195,0,1,2,36.0
6196,2,3,5,67.0
6197,0,1,5,74.0
6198,2,3,5,69.0
6199,0,3,6,49.0
6200,2,1,5,88.0
6201,2,4,5,54.0
6202,2,4,5,47.0
6203,2,3,5,47.0
6204,2,1,5,70.0
6205,2,1,5,47.0
6206,2,3,5,40.0
6207,2,3,5,45.0
6208,2,3,5,60.0
6209,3,3,6,32.0
6210,2,1,5,69.0
6211,3,1,3,37.0
6212,3,1,2,51.0
6213,2,3,5,60.0
6214,2,1,7,72.0
6215,2,4,5,37.0
6216,0,1,7,46.0
6217,2,1,5,77.0
6218,2,3,5,60.0
6219,2,1,5,60.0
6220,2,3,5,63.0
6221,2,1,5,66.0
6222,3,1,6,25.0
6223,3,1,3,68.0
6224,2,4,5,57.0
6225,2,1,5,59.0
6226,2,1,5,82.0
6227,2,3,5,66.0
6228,3,1,3,50.0
6229,0,1,6,47.0
6230,0,3,5,57.0
6231,2,1,5,59.0
6232,2,1,5,44.0
6233,0,4,5,56.0
6234,2,4,5,51.0
6235,0,4,1,59.0
6236,2,4,7,31.0
6237,2,4,7,38.0
6238,2,4,5,59.0
6239,2,4,5,42.0
6240,0,1,2,23.0
6241,2,4,5,51.0
6242,2,4,5,35.0
6243,2,1,7,32.0
6244,2,4,5,46.0
6245,2,3,5,61.0
6246,2,1,5,56.0
6247,2,1,5,70.0
6248,0,1,5,67.0
6249,2,1,5,66.0
6250,2,1,5,74.0
6251,1,1,7,57.0
6252,3,1,3,64.0
6253,2,3,5,51.0
6254,2,4,5,50.0
6255,0,4,2,36.0
6256,2,1,6,64.0
6257,2,1,5,70.0
6258,2,1,5,73.0
6259,2,1,5,64.0
6260,2,1,5,69.0
6261,0,1,5,54.0
6262,2,1,5,50.0
6263,2,1,5,57.0
6264,1,1,7,50.0
6265,2,4,5,52.0
6266,3,3,2,26.0
6267,2,3,5,47.0
6268,2,1,5,63.0
6269,2,1,5,59.0
6270,0,1,5,65.0
6271,2,1,7,43.0
6272,2,1,5,46.0
6273,3,1,7,51.0
6274,2,1,5,54.0
6275,2,1,5,47.0
6276,2,3,5,54.0
6277,2,1,5,56.0
6278,3,4,2,32.0
6279,0,1,7,51.0
6280,2,1,5,53.0
6281,2,4,5,49.0
6282,2,3,5,71.0
6283,2,1,5,48.0
6284,2,1,5,69.0
6285,2,1,5,23.0
6286,2,4,1,37.0
6287,2,4,5,59.0
6288,2,3,5,55.0
6289,2,3,5,53.0
6290,2,1,5,83.0
6291,2,1,7,57.0
6292,0,6,5,33.0
6293,2,1,2,32.0
6294,2,1,5,88.0
6295,3,3,3,23.0
6296,3,1,7,59.0
6297,2,1,5,86.0
6298,3,4,3,43.0
6299,3,1,3,61.0
6300,2,1,5,60.0
6301,2,1,5,64.0
6302,0,4,1,41.0
6303,2,1,5,46.0
6304,0,3,6,54.0
6305,3,1,7,60.0
6306,3,1,3,70.0
6307,2,3,5,58.0
6308,2,3,5,57.0
6309,2,3,5,48.0
6310,2,1,5,49.0
6311,2,4,6,66.0
6312,2,3,5,61.0
6313,2,3,5,69.0
6314,2,3,5,47.0
6315,0,3,5,74.0
6316,2,1,5,50.0
6317,2,1,5,54.0
6318,2,3,5,57.0
6319,0,1,5,50.0
6320,2,3,5,59.0
6321,2,4,5,53.0
6322,2,4,5,51.0
6323,0,4,7,29.0
6324,2,4,5,55.0
6325,2,4,5,59.0
6326,2,4,5,59.0
6327,2,1,5,56.0
6328,0,1,6,27.0
6329,2,4,5,52.0
6330,2,4,5,75.0
6331,3,4,7,35.0
6332,2,1,7,19.0
6333,2,4,5,42.0
6334,2,1,5,63.0
6335,2,3,5,50.0
6336,0,3,5,68.0
6337,2,3,5,41.0
6338,2,1,5,64.0
6339,2,1,5,76.0
6340,2,1,5,74.0
6341,2,1,5,67.0
6342,1,3,6,33.0
6343,2,1,5,51.0
6344,2,1,5,61.0
6345,2,1,5,69.0
6346,2,1,5,63.0
6347,2,1,5,64.0
6348,0,1,5,58.0
6349,2,3,5,73.0
6350,2,1,5,53.0
6351,3,1,3,44.0
6352,2,4,5,47.0
6353,2,3,5,62.0
6354,2,1,5,86.0
6355,2,4,1,64.0
6356,2,3,5,41.0
6357,2,1,5,74.0
6358,2,3,5,64.0
6359,0,1,5,39.0
6360,3,1,3,27.0
6361,2,1,1,50.0
6362,3,1,6,40.0
6363,2,1,5,65.0
6364,2,3,5,49.0
6365,2,3,7,44.0
6366,3,3,3,62.0
6367,0,1,7,54.0
6368,3,3,3,37.0
6369,0,1,7,51.0
6370,2,1,5,60.0
6371,2,1,5,40.0
6372,2,1,7,30.0
6373,3,3,2,33.0
6374,2,3,5,51.0
6375,2,1,5,67.0
6376,2,1,5,52.0
6377,2,4,5,83.0
6378,2,4,5,55.0
6379,2,4,7,23.0
6380,3,4,3,37.0
6381,0,4,5,55.0
6382,0,4,1,56.0
6383,0,4,7,47.0
6384,2,4,5,70.0
6385,0,4,7,51.0
6386,1,4,7,30.0
6387,3,4,3,21.0
6388,2,4,5,71.0
6389,2,4,5,71.0
6390,2,4,5,68.0
6391,2,4,5,64.0
6392,2,4,5,42.0
6393,2,4,5,59.0
6394,2,4,5,51.0
6395,2,4,5,51.0
6396,1,4,6,39.0
6397,2,4,5,51.0
6398,2,1,6,58.0
6399,1,1,7,44.0
6400,2,4,5,31.0
6401,0,1,4,46.0
6402,2,1,5,64.0
6403,0,3,7,32.0
6404,3,3,3,33.0
6405,2,3,5,60.0
6406,2,3,5,56.0
6407,2,1,7,49.0
6408,2,1,7,25.0
6409,2,1,5,56.0
6410,2,1,5,45.0
6411,2,3,5,49.0
6412,2,1,5,53.0
6413,2,1,5,60.0
6414,2,1,5,64.0
6415,0,1,7,28.0
6416,2,3,5,53.0
6417,3,3,7,41.0
6418,2,3,5,38.0
6419,3,3,2,36.0
6420,2,3,5,49.0
6421,3,3,3,33.0
6422,3,1,3,55.0
6423,0,3,5,47.0
6424,3,3,3,35.0
6425,2,3,5,48.0
6426,2,3,5,40.0
6427,2,3,5,59.0
6428,2,1,7,49.19434720601582
6429,1,4,2,22.0
6430,2,4,5,28.0
6431,2,4,5,55.0
6432,0,4,2,36.0
6433,0,4,7,54.0
6434,3,4,3,41.0
6435,2,4,5,63.0
6436,2,4,5,58.0
6437,2,4,5,74.0
6438,2,4,5,57.0
6439,0,3,5,33.0
6440,2,3,5,35.0
6441,0,3,2,20.0
6442,3,4,3,25.0
6443,0,3,6,33.0
6444,3,4,2,40.0
6445,0,4,5,61.0
6446,0,4,5,55.0
6447,0,4,5,58.0
6448,0,4,0,33.0
6449,2,4,5,40.0
6450,2,4,7,26.0
6451,2,4,5,44.0
6452,2,4,5,78.0
6453,0,4,5,42.0
6454,3,1,3,43.0
6455,2,3,5,60.0
6456,0,3,5,49.0
6457,0,1,7,55.0
6458,2,3,5,44.0
6459,0,1,5,53.0
6460,2,1,7,52.0
6461,2,1,5,42.0
6462,3,0,3,31.0
6463,2,3,5,57.0
6464,2,1,5,74.0
6465,3,3,3,38.0
6466,2,3,5,44.0
6467,2,1,4,51.0
6468,2,3,5,67.0
6469,2,1,5,67.0
6470,2,1,5,66.0
6471,2,1,5,62.0
6472,0,1,7,32.0
6473,2,1,5,54.0
6474,2,1,5,64.0
6475,3,1,3,24.0
6476,2,1,5,59.0
6477,3,4,2,52.0
6478,2,1,5,62.0
6479,2,1,5,55.0
6480,2,1,7,29.0
6481,0,3,5,48.0
6482,2,1,5,60.0
6483,2,3,5,38.0
6484,2,4,5,56.0
6485,2,4,5,69.0
6486,2,1,5,59.0
6487,2,4,5,50.0
6488,3,5,3,52.0
6489,2,4,5,53.0
6490,2,3,5,49.0
6491,2,4,5,58.0
6492,2,1,5,70.0
6493,2,3,6,47.0
6494,2,3,7,24.0
6495,2,4,5,47.0
6496,2,4,5,53.0
6497,0,1,5,65.0
6498,2,1,5,60.0
6499,2,3,5,41.0
6500,2,4,5,62.0
6501,2,4,5,37.0
6502,3,4,3,25.0
6503,2,4,5,71.0
6504,2,4,5,61.0
6505,2,3,5,48.0
6506,2,4,5,65.0
6507,1,4,7,23.0
6508,3,4,1,15.0
6509,2,4,5,53.0
6510,2,4,5,44.0
6511,2,1,5,69.0
6512,2,1,5,43.0
6513,0,1,1,46.0
6514,2,1,5,68.0
6515,2,1,5,63.0
6516,2,1,5,59.0
6517,2,1,5,57.0
6518,2,3,5,55.0
6519,3,3,3,37.0
6520,2,1,5,60.0
